timestamp,buffer_voltage_mv,resistance,pwr_nw
1722346544103,43,1000000,1
1722346544105,43,1000000,1
1722346544107,42,1000000,1
1722346544109,42,1000000,1
1722346544111,43,1000000,1
1722346544113,42,1000000,1
1722346544115,42,1000000,1
1722346544117,43,1000000,1
1722346544119,45,1000000,1
1722346544121,44,1000000,2
1722346544123,43,1000000,1
1722346544125,43,1000000,1
1722346544127,43,1000000,1
1722346544129,42,1000000,1
1722346544131,42,1000000,1
1722346544133,42,1000000,1
1722346544135,42,1000000,1
1722346544137,43,1000000,1
1722346544139,45,1000000,2
1722346544141,44,1000000,2
1722346544143,43,1000000,1
1722346544144,43,1000000,1
1722346544146,43,1000000,1
1722346544148,42,1000000,1
1722346544150,42,1000000,1
1722346544152,42,1000000,1
1722346544154,42,1000000,1
1722346544156,43,1000000,1
1722346544158,45,1000000,2
1722346544160,44,1000000,1
1722346544162,43,1000000,1
1722346544164,43,1000000,1
1722346544166,43,1000000,1
1722346544168,42,1000000,1
1722346544170,42,1000000,1
1722346544172,42,1000000,1
1722346544174,42,1000000,1
1722346544176,44,1000000,1
1722346544178,45,1000000,1
1722346544180,44,1000000,1
1722346544182,43,1000000,1
1722346544184,43,1000000,1
1722346544186,42,1000000,1
1722346544188,42,1000000,1
1722346544190,42,1000000,1
1722346544192,42,1000000,1
1722346544194,42,1000000,1
1722346544196,44,1000000,1
1722346544199,45,1000000,2
1722346544200,44,1000000,1
1722346544202,43,1000000,1
1722346544205,43,1000000,1
1722346544207,42,1000000,1
1722346544208,42,1000000,1
1722346544211,43,1000000,1
1722346544213,42,1000000,1
1722346544215,42,1000000,1
1722346544217,44,1000000,1
1722346544219,44,1000000,2
1722346544221,44,1000000,1
1722346544223,43,1000000,1
1722346544225,43,1000000,1
1722346544227,42,1000000,1
1722346544229,42,1000000,1
1722346544231,42,1000000,1
1722346544233,42,1000000,1
1722346544235,43,1000000,1
1722346544237,43,1000000,1
1722346544239,45,1000000,2
1722346544241,43,1000000,1
1722346544243,43,1000000,1
1722346544245,43,1000000,1
1722346544247,42,1000000,1
1722346544249,42,1000000,1
1722346544251,42,1000000,1
1722346544253,42,1000000,1
1722346544255,42,1000000,1
1722346544257,45,1000000,1
1722346544259,45,1000000,2
1722346544261,44,1000000,1
1722346544263,43,1000000,1
1722346544265,43,1000000,1
1722346544267,42,1000000,1
1722346544269,42,1000000,1
1722346544271,42,1000000,1
1722346544273,43,1000000,1
1722346544275,42,1000000,1
1722346544277,45,1000000,1
1722346544279,44,1000000,2
1722346544281,44,1000000,1
1722346544283,43,1000000,1
1722346544285,43,1000000,1
1722346544287,42,1000000,1
1722346544289,42,1000000,1
1722346544291,42,1000000,1
1722346544293,42,1000000,1
1722346544295,43,1000000,1
1722346544297,44,1000000,1
1722346544299,44,1000000,2
1722346544302,43,1000000,1
1722346544303,43,1000000,1
1722346544305,43,1000000,1
1722346544307,42,1000000,1
1722346544310,42,1000000,1
1722346544312,42,1000000,1
1722346544314,42,1000000,1
1722346544316,43,1000000,1
1722346544318,45,1000000,1
1722346544320,45,1000000,2
1722346544322,43,1000000,1
1722346544324,43,1000000,1
1722346544326,43,1000000,1
1722346544328,42,1000000,1
1722346544330,42,1000000,1
1722346544332,42,1000000,1
1722346544334,42,1000000,1
1722346544336,43,1000000,1
1722346544338,45,1000000,1
1722346544340,44,1000000,1
1722346544342,43,1000000,1
1722346544344,43,1000000,1
1722346544346,43,1000000,1
1722346544348,42,1000000,1
1722346544350,42,1000000,1
1722346544352,42,1000000,1
1722346544354,42,1000000,1
1722346544356,43,1000000,1
1722346544358,45,1000000,1
1722346544360,44,1000000,2
1722346544362,44,1000000,1
1722346544364,43,1000000,1
1722346544366,43,1000000,1
1722346544368,42,1000000,1
1722346544370,43,1000000,1
1722346544372,42,1000000,1
1722346544374,42,1000000,1
1722346544376,43,1000000,1
1722346544378,45,1000000,2
1722346544380,44,1000000,2
1722346544382,43,1000000,1
1722346544384,43,1000000,1
1722346544386,43,1000000,1
1722346544388,42,1000000,1
1722346544390,42,1000000,1
1722346544392,42,1000000,1
1722346544394,42,1000000,1
1722346544396,43,1000000,1
1722346544398,45,1000000,1
1722346544400,44,1000000,1
1722346544402,43,1000000,1
1722346544404,43,1000000,1
1722346544406,43,1000000,1
1722346544408,42,1000000,1
1722346544411,42,1000000,1
1722346544413,42,1000000,1
1722346544415,42,1000000,1
1722346544417,43,1000000,1
1722346544419,45,1000000,1
1722346544421,44,1000000,1
1722346544423,43,1000000,1
1722346544425,43,1000000,1
1722346544427,42,1000000,1
1722346544429,42,1000000,1
1722346544431,42,1000000,1
1722346544433,42,1000000,1
1722346544435,43,1000000,1
1722346544437,44,1000000,1
1722346544439,45,1000000,1
1722346544441,44,1000000,1
1722346544443,43,1000000,1
1722346544445,43,1000000,1
1722346544447,42,1000000,1
1722346544449,42,1000000,1
1722346544451,42,1000000,1
1722346544453,42,1000000,1
1722346544455,42,1000000,1
1722346544457,43,1000000,1
1722346544459,45,1000000,2
1722346544461,44,1000000,2
1722346544463,43,1000000,1
1722346544465,43,1000000,1
1722346544467,42,1000000,1
1722346544469,42,1000000,1
1722346544471,43,1000000,1
1722346544473,42,1000000,1
1722346544475,42,1000000,1
1722346544477,43,1000000,1
1722346544479,44,1000000,2
1722346544481,43,1000000,1
1722346544483,43,1000000,1
1722346544485,43,1000000,1
1722346544487,42,1000000,1
1722346544489,42,1000000,1
1722346544491,42,1000000,1
1722346544493,42,1000000,1
1722346544495,43,1000000,1
1722346544497,44,1000000,1
1722346544499,45,1000000,1
1722346544501,44,1000000,1
1722346544503,43,1000000,1
1722346544505,43,1000000,1
1722346544507,42,1000000,1
1722346544510,42,1000000,1
1722346544510,42,1000000,1
1722346544512,42,1000000,1
1722346544515,42,1000000,1
1722346544517,44,1000000,1
1722346544519,45,1000000,2
1722346544521,44,1000000,1
1722346544523,43,1000000,1
1722346544525,43,1000000,1
1722346544527,42,1000000,1
1722346544529,42,1000000,1
1722346544531,42,1000000,1
1722346544533,42,1000000,1
1722346544535,42,1000000,1
1722346544537,44,1000000,1
1722346544539,44,1000000,2
1722346544541,44,1000000,1
1722346544543,43,1000000,1
1722346544545,43,1000000,1
1722346544547,43,1000000,1
1722346544549,42,1000000,1
1722346544551,42,1000000,1
1722346544553,42,1000000,1
1722346544555,43,1000000,1
1722346544557,43,1000000,1
1722346544559,45,1000000,2
1722346544561,44,1000000,1
1722346544563,43,1000000,1
1722346544565,43,1000000,1
1722346544567,42,1000000,1
1722346544569,42,1000000,1
1722346544571,42,1000000,1
1722346544573,42,1000000,1
1722346544575,43,1000000,1
1722346544577,45,1000000,1
1722346544579,44,1000000,1
1722346544581,43,1000000,1
1722346544583,43,1000000,1
1722346544585,43,1000000,1
1722346544587,42,1000000,1
1722346544589,42,1000000,1
1722346544591,42,1000000,1
1722346544593,42,1000000,1
1722346544595,43,1000000,1
1722346544597,45,1000000,1
1722346544599,44,1000000,2
1722346544601,44,1000000,1
1722346544603,43,1000000,1
1722346544605,43,1000000,1
1722346544607,42,1000000,1
1722346544609,43,1000000,1
1722346544612,42,1000000,1
1722346544613,42,1000000,1
1722346544615,43,1000000,1
1722346544618,44,1000000,1
1722346544620,44,1000000,2
1722346544622,43,1000000,1
1722346544624,43,1000000,1
1722346544626,43,1000000,1
1722346544628,43,1000000,1
1722346544630,42,1000000,1
1722346544632,42,1000000,1
1722346544634,42,1000000,1
1722346544636,43,1000000,1
1722346544638,45,1000000,1
1722346544640,44,1000000,2
1722346544642,43,1000000,1
1722346544644,43,1000000,1
1722346544646,43,1000000,1
1722346544648,42,1000000,1
1722346544650,42,1000000,1
1722346544652,42,1000000,1
1722346544654,42,1000000,1
1722346544656,43,1000000,1
1722346544658,45,1000000,1
1722346544660,44,1000000,1
1722346544662,43,1000000,1
1722346544664,43,1000000,1
1722346544666,43,1000000,1
1722346544668,42,1000000,1
1722346544670,42,1000000,1
1722346544672,42,1000000,1
1722346544674,42,1000000,1
1722346544676,44,1000000,1
1722346544678,45,1000000,1
1722346544680,44,1000000,2
1722346544682,44,1000000,1
1722346544684,43,1000000,1
1722346544686,43,1000000,1
1722346544688,42,1000000,1
1722346544690,42,1000000,1
1722346544692,42,1000000,1
1722346544694,43,1000000,1
1722346544696,43,1000000,1
1722346544698,45,1000000,2
1722346544700,44,1000000,2
1722346544702,43,1000000,1
1722346544704,43,1000000,1
1722346544706,43,1000000,1
1722346544708,42,1000000,1
1722346544710,42,1000000,1
1722346544712,42,1000000,1
1722346544715,43,1000000,1
1722346544716,43,1000000,1
1722346544718,45,1000000,2
1722346544720,44,1000000,1
1722346544723,43,1000000,1
1722346544725,43,1000000,1
1722346544726,43,1000000,1
1722346544729,42,1000000,1
1722346544731,42,1000000,1
1722346544733,42,1000000,1
1722346544735,43,1000000,1
1722346544737,43,1000000,1
1722346544739,45,1000000,1
1722346544741,44,1000000,1
1722346544743,43,1000000,1
1722346544745,43,1000000,1
1722346544747,42,1000000,1
1722346544749,42,1000000,1
1722346544751,42,1000000,1
1722346544753,42,1000000,1
1722346544755,42,1000000,1
1722346544757,44,1000000,1
1722346544759,45,1000000,2
1722346544761,44,1000000,2
1722346544763,43,1000000,1
1722346544765,42,1000000,1
1722346544767,42,1000000,1
1722346544769,42,1000000,1
1722346544771,42,1000000,1
1722346544773,42,1000000,1
1722346544775,42,1000000,1
1722346544777,44,1000000,1
1722346544779,44,1000000,2
1722346544781,44,1000000,1
1722346544783,43,1000000,1
1722346544785,43,1000000,1
1722346544787,43,1000000,1
1722346544789,42,1000000,1
1722346544791,43,1000000,1
1722346544793,42,1000000,1
1722346544795,43,1000000,1
1722346544797,43,1000000,1
1722346544799,45,1000000,2
1722346544801,43,1000000,1
1722346544803,43,1000000,1
1722346544805,43,1000000,1
1722346544807,43,1000000,1
1722346544809,43,1000000,1
1722346544811,42,1000000,1
1722346544813,42,1000000,1
1722346544815,42,1000000,1
1722346544817,45,1000000,1
1722346544820,45,1000000,2
1722346544821,44,1000000,1
1722346544823,43,1000000,1
1722346544826,43,1000000,1
1722346544828,42,1000000,1
1722346544830,42,1000000,1
1722346544832,42,1000000,1
1722346544834,42,1000000,1
1722346544836,42,1000000,1
1722346544838,44,1000000,1
1722346544840,45,1000000,2
1722346544842,44,1000000,1
1722346544844,43,1000000,1
1722346544846,43,1000000,1
1722346544848,42,1000000,1
1722346544850,42,1000000,1
1722346544852,42,1000000,1
1722346544854,42,1000000,1
1722346544856,43,1000000,1
1722346544858,44,1000000,1
1722346544860,45,1000000,2
1722346544862,44,1000000,1
1722346544864,43,1000000,1
1722346544866,43,1000000,1
1722346544868,43,1000000,1
1722346544870,42,1000000,1
1722346544872,42,1000000,1
1722346544874,42,1000000,1
1722346544876,42,1000000,1
1722346544878,44,1000000,1
1722346544880,45,1000000,2
1722346544881,43,1000000,1
1722346544884,43,1000000,1
1722346544885,43,1000000,1
1722346544887,42,1000000,1
1722346544889,42,1000000,1
1722346544891,42,1000000,1
1722346544893,42,1000000,1
1722346544895,43,1000000,1
1722346544897,45,1000000,1
1722346544899,45,1000000,2
1722346544901,43,1000000,1
1722346544903,43,1000000,1
1722346544905,43,1000000,1
1722346544907,42,1000000,1
1722346544909,42,1000000,1
1722346544911,42,1000000,1
1722346544913,42,1000000,1
1722346544915,42,1000000,1
1722346544917,44,1000000,1
1722346544919,44,1000000,1
1722346544922,44,1000000,1
1722346544923,43,1000000,1
1722346544925,43,1000000,1
1722346544928,42,1000000,1
1722346544930,42,1000000,1
1722346544932,42,1000000,1
1722346544934,42,1000000,1
1722346544936,43,1000000,1
1722346544938,45,1000000,2
1722346544940,44,1000000,2
1722346544942,43,1000000,1
1722346544944,43,1000000,1
1722346544946,43,1000000,1
1722346544948,42,1000000,1
1722346544950,43,1000000,1
1722346544952,42,1000000,1
1722346544954,42,1000000,1
1722346544956,43,1000000,1
1722346544958,45,1000000,1
1722346544960,44,1000000,2
1722346544962,43,1000000,1
1722346544964,43,1000000,1
1722346544966,43,1000000,1
1722346544968,42,1000000,1
1722346544970,42,1000000,1
1722346544972,42,1000000,1
1722346544974,42,1000000,1
1722346544976,43,1000000,1
1722346544978,45,1000000,1
1722346544980,44,1000000,1
1722346544982,43,1000000,1
1722346544984,43,1000000,1
1722346544986,43,1000000,1
1722346544988,42,1000000,1
1722346544990,43,1000000,1
1722346544992,42,1000000,1
1722346544994,42,1000000,1
1722346544996,43,1000000,1
1722346544998,45,1000000,1
1722346545000,44,1000000,2
1722346545002,43,1000000,1
1722346545004,43,1000000,1
1722346545006,42,1000000,1
1722346545008,42,1000000,1
1722346545010,42,1000000,1
1722346545012,42,1000000,1
1722346545014,43,1000000,1
1722346545016,43,1000000,1
1722346545018,45,1000000,2
1722346545020,44,1000000,2
1722346545022,43,1000000,1
1722346545025,43,1000000,1
1722346545026,43,1000000,1
1722346545028,42,1000000,1
1722346545031,42,1000000,1
1722346545033,42,1000000,1
1722346545035,42,1000000,1
1722346545036,43,1000000,1
1722346545039,45,1000000,2
1722346545041,44,1000000,1
1722346545043,43,1000000,1
1722346545045,43,1000000,1
1722346545047,43,1000000,1
1722346545049,42,1000000,1
1722346545051,42,1000000,1
1722346545053,42,1000000,1
1722346545055,42,1000000,1
1722346545057,43,1000000,1
1722346545059,45,1000000,2
1722346545061,44,1000000,1
1722346545063,43,1000000,1
1722346545065,43,1000000,1
1722346545067,42,1000000,1
1722346545069,42,1000000,1
1722346545071,42,1000000,1
1722346545073,42,1000000,1
1722346545075,43,1000000,1
1722346545077,44,1000000,1
1722346545079,45,1000000,2
1722346545081,44,1000000,1
1722346545083,43,1000000,1
1722346545085,43,1000000,1
1722346545087,42,1000000,1
1722346545089,42,1000000,1
1722346545091,42,1000000,1
1722346545093,42,1000000,1
1722346545095,43,1000000,1
1722346545097,44,1000000,1
1722346545099,44,1000000,2
1722346545101,44,1000000,1
1722346545103,43,1000000,1
1722346545105,43,1000000,1
1722346545107,42,1000000,1
1722346545109,42,1000000,1
1722346545111,42,1000000,1
1722346545113,42,1000000,1
1722346545115,43,1000000,1
1722346545117,43,1000000,1
1722346545119,45,1000000,2
1722346545121,43,1000000,1
1722346545123,43,1000000,1
1722346545125,43,1000000,1
1722346545127,42,1000000,1
1722346545130,42,1000000,1
1722346545131,42,1000000,1
1722346545133,42,1000000,1
1722346545136,42,1000000,1
1722346545138,45,1000000,1
1722346545139,45,1000000,2
1722346545142,44,1000000,1
1722346545144,43,1000000,1
1722346545146,43,1000000,1
1722346545148,42,1000000,1
1722346545150,42,1000000,1
1722346545152,42,1000000,1
